id;product_id;quantity_available;cost_price;created_at;updated_at
691c8a7e-290a-434f-8c71-01f707d690af;b892b15d-7f9b-4d3c-9ee7-7cd31addc34b;1;9328.76;2026-03-18 14:10:16.195329+00;2026-04-08 15:50:19.056794+00
41ef8587-8a13-4ca4-9431-5d942a1889dd;83676670-2f1c-435a-bda0-03f2e32c76cc;2;38351.58;2026-03-09 08:54:04.620204+00;2026-04-08 15:50:19.056794+00
d12f0344-7c3f-41f4-9e5e-f7c4d479bd98;bb500715-9f86-41cf-9b44-01b3bb2e48ec;2;25913.23;2026-03-09 09:10:27.981921+00;2026-04-08 15:50:19.056794+00
70e0ce5a-700b-4319-87ae-f175e50b88bd;4b490a7b-e415-4f15-86d9-c70556d26551;2;29022.81;2026-03-09 10:07:19.056832+00;2026-04-08 15:50:19.056794+00
a89a76f3-4e1c-4c7d-9417-505a444a0a20;c777362b-0237-448b-80f1-47333bfa8878;3;72633.37;2026-03-18 15:53:22.374092+00;2026-04-08 15:50:19.056794+00
1268adb6-9bc6-44ca-8435-53ad194e2331;a6690595-fede-46a4-81ac-0c29bf9831e3;0;30.00;2026-03-06 19:32:20.537973+00;2026-04-08 15:50:19.056794+00
58a07d8a-67b9-4a40-aff7-569c3a604491;5664941d-f5cc-4e85-af5d-203cffb871ed;0;15547.94;2026-03-18 13:16:33.900302+00;2026-04-08 15:50:19.056794+00
393cd48a-82f1-4321-b9a2-f282fc67e51a;cb23b8e4-7e7f-4881-9f33-d265318cb781;1;20000.00;2026-03-16 11:01:59.025079+00;2026-04-08 15:50:19.056794+00
8c0db8a1-e0d3-4f33-b177-2c84f9641975;fc964462-78eb-47d5-8247-c1f16850ee24;1;18000.00;2026-03-16 11:06:37.047845+00;2026-04-08 15:50:19.056794+00
17e83548-4b27-40fd-921d-cf8b7b300e19;75d25cbe-05ee-4a2a-ac4b-9b7d434e3a1c;2;36000.00;2026-03-16 12:05:32.332025+00;2026-04-08 15:50:19.056794+00
0131dc35-0548-44bc-8181-aa1602060b3c;1069c6ba-f2be-40ea-9136-fff65548ddb0;3;134084.18;2026-03-07 14:50:42.673697+00;2026-04-23 09:11:50.083669+00
a620996f-9dcd-4465-b03f-51c7b7044cef;84cc1fe0-a6ee-432f-9d7b-995c3ce58abc;0;134748.78;2026-03-18 13:24:47.094093+00;2026-04-28 16:05:06.623229+00
d376b06d-85ad-4acc-8a7f-91a5b127250b;3f76e4f7-7098-49b4-9acd-4404032f9a64;2;165844.66;2026-03-18 13:21:30.180592+00;2026-04-27 11:40:40.29393+00
05b31935-b932-419f-bd03-360da073db81;64320456-bcaa-4276-b9ef-b8c63c032351;0;67445.27;2026-01-29 08:52:50.537164+00;2026-04-27 11:13:11.186335+00
983cfb40-df44-40e5-8bd8-45979971db4f;f252588f-9c4b-4e98-ab01-e9f8f1ebb915;3;60181.94;2026-01-29 08:52:50.537164+00;2026-05-07 14:03:04.176351+00
b209b124-7580-4a0e-9fc0-9778d4ad154e;a774fef2-cd36-41a2-88ed-d98812433e7c;0;8641.67;2026-01-27 13:09:01.851133+00;2026-05-12 09:51:19.312805+00
6b6d2fcb-36a2-495f-b0e5-7bd1f5d13d82;fb1621a2-8d37-4c53-8830-b66e3ef33437;0;51826.45;2026-03-18 14:21:14.898116+00;2026-04-09 15:31:40.384886+00
7b8b8c82-d4c9-43d2-9241-5c8e1fc44b30;2a70d1f9-7f89-47c9-8fb5-534271a98eaa;0;77250.00;2026-01-21 20:12:23.937695+00;2026-04-23 15:51:59.767291+00
c2cecc5a-4e81-4ae3-a82b-9b45a6992507;46314d1e-95b1-4f37-8722-0dd43381620a;0;25913.23;2026-03-18 14:26:46.254788+00;2026-04-09 15:31:42.548202+00
50525e54-3ad6-4e5d-bf36-d7b63355fbbd;bae0f5bc-b69e-4dd7-8500-24e2d69fc205;1;15547.94;2026-03-18 14:07:59.429172+00;2026-04-09 15:31:42.877438+00
9105ab77-8c62-431d-b92d-4b11de79b792;c72d919d-5563-4f75-9e78-b1779fb7eac3;1;25913.23;2026-01-27 13:09:01.851133+00;2026-04-09 15:31:43.881748+00
5a6e4122-4c09-4c20-834e-03b83439cacc;00b32f72-27b9-402a-a68b-6c9d329fe88b;0;9500.00;2026-03-16 11:25:35.195283+00;2026-05-21 14:11:26.305715+00
9f86ad2d-5c35-4f7f-b133-6a472a56a61c;7aae208a-116a-4d4a-92d9-82ac499541a1;3;5182.65;2026-03-09 08:48:59.001852+00;2026-05-21 14:15:11.684498+00
e53ab9c9-4913-4db8-827f-42a8072ab70f;5032802d-7d0f-4bbe-8ab6-9a73f36d8e68;5;2700;2026-01-29 08:52:50.537164+00;2026-04-29 08:54:56.120926+00
503cf893-e01f-48a8-b6cd-7ff2db0438f3;fd95f4f4-4952-452d-9d71-2f034f3343b4;1;36278.52;2026-03-09 09:52:50.122436+00;2026-04-23 16:06:12.114147+00
6fd389a9-116a-4a26-a6de-647a4753b1d3;935a5a5f-9a57-45bf-837e-0b5d5ebfa4e2;0;15547.94;2026-03-18 12:57:51.702257+00;2026-04-23 09:11:50.925933+00
c8df83ec-71b3-4a5a-b0aa-c3f9682396d7;780484fd-4341-4592-84b2-f01fb63acc55;0;135000.00;2026-02-16 09:19:04.029814+00;2026-05-13 17:02:56.079011+00
8b3c5bc3-0774-4c45-9984-3c8bc781c250;4ac6c449-d20e-4132-b821-b97276c5ba41;0;46643.81;2026-03-18 13:47:14.829251+00;2026-04-21 10:59:44.555746+00
b217db22-649a-4d46-a277-878f8135416e;8c66ec1f-0792-49fb-91cd-03d74e92c623;0;17534.08;2026-02-12 15:16:19.805163+00;2026-05-06 11:29:13.547794+00
dc068f0e-e8cf-4260-a271-3d6fe00ea349;31f7a685-f7ef-44e7-a45b-336c4be92bea;8;5000.00;2026-01-29 08:52:50.537164+00;2026-04-23 16:06:11.435597+00
11592cd9-40d4-44e7-935d-a711a0083e3b;596054f5-6b48-4951-ab51-12e81d2efc63;0;317.00;2026-03-06 17:13:31.360462+00;2026-04-23 09:13:24.703047+00
8cabefdd-f89e-4832-9e8e-bdd74229b63a;d98c987b-4956-4639-8d73-e25d53543dfb;0;24902.87;2026-01-27 13:09:01.851133+00;2026-04-23 17:00:29.351738+00
4a44f426-5e91-4ea9-8edc-e322a3705e74;6f05cb66-3e94-4148-98c4-a409e2ecf139;2;82513.34;2026-03-07 15:12:58.729461+00;2026-05-11 08:59:50.325826+00
c2be27a6-ca8c-47f4-b8fd-748004d450b1;ae6028a6-cbaa-4c71-8c78-7807ca0f9acb;0;37131.00;2026-01-23 16:16:50.465033+00;2026-04-23 16:06:10.022089+00
16d95ed2-3346-48ae-aa18-80802d028bc5;8f643fbc-b141-4c63-9dbf-f366c1bfed82;0;29022.81;2026-03-18 14:15:28.759968+00;2026-04-28 16:18:42.671193+00
eaf3262f-86f9-4622-b215-b5093ace40c4;21fa53be-9301-4578-bc87-aee339a306b5;0;15000.00;2026-01-29 08:52:50.537164+00;2026-04-23 16:06:12.33562+00
6e411eee-1349-4d25-8c47-a50a8d89f95d;b474bae7-d253-4a6e-83b6-eb37b38f4473;1;8297.53;2026-02-16 09:38:29.46222+00;2026-05-13 15:09:12.985516+00
28dde994-f6c6-4b09-9a29-88eb95c8fbec;80f90a2b-e2d3-4b33-9719-12ac4acd9c81;0;139931.43;2026-03-18 13:28:10.213888+00;2026-05-13 17:02:55.773174+00
045a8395-491d-49af-a711-ee4f6b6c1958;22f39514-16bb-4b17-aeeb-0cbc5d85eeb5;2;36000.00;2026-01-27 13:09:01.851133+00;2026-04-27 11:37:39.218654+00
02508221-1748-47f6-84c8-f59483591c86;ee9b920b-b17d-44b9-bed3-784f19419dfa;5;5500.00;2026-02-12 14:57:27.133211+00;2026-05-11 11:38:16.884931+00
e6127a92-694b-4604-aeaa-595a4aec26f3;b90b00ab-cf16-442d-9f6e-cf11a9b18931;0;28000.00;2026-01-29 08:52:50.537164+00;2026-04-27 12:53:02.040435+00
5319c0f0-61f8-4876-9edd-d4c08ee1f305;fad1f894-e809-4716-8cb6-a7c46575d809;0;16584.47;2026-03-07 15:15:39.183533+00;2026-04-28 16:05:07.645652+00
0331eb20-9bf4-4440-8036-9d96cf44c0c9;3ad32e2a-0f7e-4cec-9e95-ebd735228e99;1;68000.00;2026-01-29 08:52:50.537164+00;2026-05-11 09:02:26.933283+00
45dc8b61-450b-4779-bac3-b42651d7285b;22862b22-6501-4706-8d27-6250a1804292;3;75000.00;2026-02-16 08:49:32.484983+00;2026-05-07 14:04:12.236313+00
b0f6e57c-3753-4636-a493-f11f2b894a9b;cb77dcf4-84f9-451f-884f-96048fa031c4;0;6000.00;2026-01-29 08:52:50.537164+00;2026-05-11 09:18:31.396516+00
5f7556b5-48fa-4780-9310-1c9975c9d032;a3b8312b-50d5-47de-b71d-018d45f86841;22;44080.65;2026-02-16 09:28:25.910746+00;2026-05-11 11:36:10.647454+00
24b57946-924b-40a7-a20a-b57717033b4a;9a34e3c0-b76b-4d11-984a-eec16741c2f7;11;2280.36;2026-03-07 15:23:25.960933+00;2026-05-13 17:02:56.85878+00
dbbec861-fbc3-4230-9125-6d4f4596d0f9;b06a1a8d-9b9d-4665-a20a-c6bfd3bc93ee;0;22803.64;2026-03-09 08:58:13.25213+00;2026-05-13 17:02:57.396287+00
a679e740-c7e2-46ed-8ab6-b3eeda0087b8;e1386556-10dd-4fad-bf76-996a1981bf02;1;18881.84;2026-01-29 08:52:50.537164+00;2026-05-13 17:04:09.652518+00
2dfc5a60-bbf4-4ed1-8e5b-d9c2f7e770c7;2e4eb415-553c-43c6-b9a9-7681e712290c;1;67417.46;2026-03-16 12:48:59.949492+00;2026-04-08 15:50:19.056794+00
4e32b8ae-8bb0-4903-82a2-44d9a591d0aa;0c4f7bf2-3fff-4591-a46a-c4b6e4c6c78c;3;85513.65;2026-03-09 09:38:54.701188+00;2026-04-08 15:50:19.056794+00
87884e8b-a607-4f6f-b498-e4cf3c11d808;98f84a74-a7fd-43e8-8b57-911d7f104e38;1;46643.81;2026-03-17 08:45:46.429742+00;2026-04-08 15:50:19.056794+00
630b293e-3291-45cb-81de-9a975354beae;005db437-3a0f-43c8-9cfe-48063996408f;1;49753.40;2026-03-17 08:52:23.178685+00;2026-04-08 15:50:19.056794+00
c51028ee-f7c4-4e3f-8b73-87f75d543bb2;a49789dc-f2b4-4c38-bef3-e06e2afca011;2;134084.18;2026-03-30 10:37:28.909512+00;2026-04-08 15:50:19.056794+00
9f2dd51e-fa0e-4834-adae-940762291389;4a55b254-672f-48ba-a6ad-56d3a1d8e2a6;2;89235.29;2026-03-30 10:59:59.412625+00;2026-04-08 15:50:19.056794+00
f310699f-d237-4129-9a67-7e70625e8bee;f070a039-e408-4a29-bac5-1ebae896cf96;5;59144.32;2026-03-30 11:10:07.492933+00;2026-04-08 15:50:19.056794+00
a096a072-9d78-47f3-a8fd-ca40b6cc2147;e1386556-10dd-4fad-bf76-996a1981bf02;0;30000.00;2026-03-09 09:15:05.249207+00;2026-04-08 15:50:19.056794+00
f0763457-fcc2-48ba-988d-335408e7f34e;64219372-2dec-4227-a776-90c9673ea9c8;4;15471.25;2026-03-30 10:51:01.498934+00;2026-04-08 15:50:19.056794+00
8310ab4d-e2fc-4fca-bf9e-281ecd9d536d;3f9ab9f0-5161-4a4f-8f4a-a3797b6df22a;0;57045.54;2026-03-16 12:41:32.766556+00;2026-04-08 15:50:19.056794+00
8e360d58-1332-43ef-9db8-4f521eb8910e;b474bae7-d253-4a6e-83b6-eb37b38f4473;6;8767.04;2026-03-30 10:47:01.29269+00;2026-04-08 15:50:19.056794+00
1734aedb-fbec-42e8-958b-627154f5a3a1;6af2f6f5-45eb-415a-b159-3bf1f7c92be2;3;40424.63;2026-03-09 09:29:59.562431+00;2026-04-08 15:50:19.056794+00
af5287bd-be9d-499d-a02e-d79203e4f3ef;0bfc9370-137c-4902-8a23-0d54113940fa;1;43534.22;2026-03-17 08:49:05.881573+00;2026-04-08 15:50:19.056794+00
5fca5668-158a-423a-907d-a10e325b8e0b;ae82bbef-dd7c-44f4-b89e-dc3bed58bd4c;0;36278.52;2026-03-09 09:47:29.021236+00;2026-04-08 15:50:19.056794+00
7bce2d62-06f4-4f97-8e71-02cfcbf933de;6a983d66-c1f6-4b8f-abae-ff5c8fe4d5e6;1;116091.26;2026-04-07 17:24:40.317005+00;2026-04-08 15:50:19.056794+00
ea3e2c85-5d45-49ee-b18c-339fcd5689df;92d659bc-e5f7-4947-ad00-70755821a382;1;44570.75;2026-04-07 17:27:00.782389+00;2026-04-08 15:50:19.056794+00
bf8724fa-79e1-4c8b-8f0c-7399331823f0;b3ce3f47-e6c2-4ce1-8c5d-6cdff8fb628c;1;39388.22;2026-04-07 17:29:47.968794+00;2026-04-08 15:50:19.056794+00
17eabd20-a1d5-47ac-972e-ec2d9ba70ea2;797903de-6c00-4448-b1d6-c0ebb69b8aad;1;114018.20;2026-04-07 17:31:43.443225+00;2026-04-08 15:50:19.056794+00
c00d1c41-164b-4c76-b2cf-7fd2b15c4791;9f49d6ff-5a21-4221-a82d-2826f52d1f5e;1;46643.81;2026-04-07 17:33:16.089661+00;2026-04-08 15:50:19.056794+00
3a88333c-9e87-4dd3-843c-6112bced2392;7b6dcdb9-536c-4eb2-8bfc-4129fb703b7f;1;7255.70;2026-04-07 17:38:10.748971+00;2026-04-08 15:50:19.056794+00
b86c40cf-a423-4bd6-903b-e99927ff9a2f;cb8dd565-202b-494c-a8ac-ec7e08a78d3d;1;20000.00;2026-04-07 17:47:09.218576+00;2026-04-08 15:50:19.056794+00
4ee03e6f-9e70-44bb-a0fd-f0983c686bf1;2f06ae1b-e506-4e56-b92a-ca3bac9c1b00;1;25913.23;2026-04-08 09:19:49.980863+00;2026-04-08 15:50:19.056794+00
615ff4e0-4aa3-4027-9942-11007f14f6f5;699f0bce-5c0b-40ba-b170-b8bd4b694437;0;87670.42;2026-04-08 09:33:16.727786+00;2026-04-08 15:50:19.056794+00
e08fe0d5-3f0f-4e8f-9d80-e413901def00;c271ed01-34cf-4b76-8332-fefd7a45a478;0;4000.00;2026-04-08 10:16:52.387293+00;2026-04-08 15:50:19.056794+00
4f71d3f4-a0ec-41e7-a21c-c4a9f5626274;c271ed01-34cf-4b76-8332-fefd7a45a478;0;4000.00;2026-04-08 10:15:00.397188+00;2026-04-08 15:50:19.056794+00
4cc3e19f-9762-4f8f-8b95-b109239f1f81;c271ed01-34cf-4b76-8332-fefd7a45a478;0;4000.00;2026-04-08 10:15:30.808783+00;2026-04-08 15:50:19.056794+00
773f6ebc-660e-4d37-87ba-6c4261026df4;c271ed01-34cf-4b76-8332-fefd7a45a478;0;4000.00;2026-04-08 10:33:05.933521+00;2026-04-08 15:50:19.056794+00
a514208c-9733-4709-a5a2-d874c6b48d7d;7caed666-b017-43fb-9823-81e66e3faaea;4;53620.63;2026-04-08 13:17:04.581903+00;2026-04-08 15:50:19.056794+00
bdfc9224-8da0-4371-8479-e85189649d0a;cd0aaa13-8943-45d3-a2ed-f00d7fa46fd8;0;2075.24;2026-04-08 10:06:43.673009+00;2026-04-16 13:31:40.764542+00
0aec8776-bfe5-4424-8a05-3169c5d0b712;18fd4271-7baa-40d4-86ef-7c0ad31352cd;7;27929.94;2026-04-23 08:45:07.553305+00;2026-05-21 13:18:05.003441+00
30ab2168-e502-454f-97d6-ac4c16059a9f;2f7b91cc-7a12-49cc-bcaa-5ab0097f72ce;0;13042.99;2026-04-07 17:18:19.856496+00;2026-05-13 17:02:56.344598+00
1cdea5ff-07ed-4088-86f2-a01447583667;32141c3c-eb67-40c0-b72d-40a896db4c90;1;39429.55;2026-03-30 10:57:02.319633+00;2026-04-09 15:31:45.515102+00
619e496b-a4aa-445f-baf2-8015448abf9b;ee039cce-5479-4e27-9133-feded8f5810d;4;77821.47;2026-03-30 10:53:02.900693+00;2026-05-21 13:11:51.77205+00
4f83e487-5128-4290-8e90-7fbf0953cd32;699f0bce-5c0b-40ba-b170-b8bd4b694437;2;87670.42;2026-04-08 09:33:42.826315+00;2026-04-16 13:34:16.131149+00
08bb9b15-52f0-49c9-9b3b-576becc95afe;c3943538-5015-43ab-9f65-8d99601bc6c2;1;4146.12;2026-03-18 13:11:03.626056+00;2026-04-16 14:42:48.935239+00
cd2e87b7-b076-4252-a7b0-f8f99d737f85;00d42f96-49dc-456a-ba98-089cb3aae3eb;0;5000;2026-05-13 15:00:22.231338+00;2026-05-13 15:09:12.374737+00
9efa03d1-2244-4eeb-8da9-170df989e79e;a883d953-f637-43b9-8cb4-bbabb37a2c17;0;46643.81;2026-04-07 17:35:52.312691+00;2026-04-14 08:19:43.979154+00
03100a71-3da7-4dc0-86c4-464fa138d8e2;c050f0a2-bd32-44fc-8525-d88e3f7be852;2;15547.94;2026-03-30 08:42:36.111335+00;2026-04-15 11:46:59.625179+00
ff88ca5f-4679-44ac-ac11-bd36dc2a1840;0313a76e-1dd7-47d2-a8dd-12de46a5a54b;1;11401.82;2026-03-09 10:00:17.564073+00;2026-05-13 17:06:34.83803+00
95e8423a-d76a-44f8-abaa-7854ceddb080;18fd4271-7baa-40d4-86ef-7c0ad31352cd;0;26966.98;2026-03-16 14:35:26.923479+00;2026-04-16 08:42:35.086336+00
148bcbca-8e82-45c1-a5c4-c26f3355e656;d48a6d0a-4c6d-4a6c-a8a1-3da8e045c4ea;3;26816.84;2026-03-16 13:15:24.329451+00;2026-05-13 17:02:58.345182+00
ea3b1c88-d6df-4aeb-a0be-0edad394e6ba;6b149ecf-d4f7-4110-839e-08defa2f941c;0;34036.75;2026-03-07 15:08:53.194373+00;2026-04-20 08:13:57.630037+00
7da83b54-fd22-4610-a4b6-00cfef96abb4;e41ea382-55ed-47a2-9f04-b431e4e5f60d;2;27986.29;2026-03-30 08:56:59.439796+00;2026-04-20 08:18:27.58035+00
8048224e-f9ff-49be-9bb9-b2d3def46497;5cc34ce4-67b1-497f-a447-9d65ea975923;1;6737.44;2026-03-09 10:03:12.407722+00;2026-05-21 14:15:11.350733+00
8af63eb9-b9be-4cb9-b5e9-f0a996bbd2ce;1fc6829b-c348-4670-a330-b1de9cd25874;2;400.00;2026-04-08 14:07:19.685872+00;2026-04-23 09:13:25.328646+00
65d9928e-7a1f-4a5f-999d-9dffb79ca504;affbd714-e9c5-4090-adfc-154cfca159d4;0;16000;2026-04-21 11:58:29.294072+00;2026-04-21 11:58:29.294072+00
f8366800-a873-48c2-8981-50a3c1a32dac;95b0a944-9ab9-48ac-86b1-9b486d774e42;6;17361.47;2026-04-21 13:29:18.651631+00;2026-04-23 08:28:41.674657+00
79534928-a2fd-4190-8c6a-8fb0ab69f409;c5e28e35-e283-4040-9d30-38b3885325e2;1;102126.26;2026-04-21 14:56:44.551344+00;2026-04-23 08:29:13.24258+00
b80f6e04-7147-4430-afc4-ece637aa7462;7caed666-b017-43fb-9823-81e66e3faaea;5;54993.84;2026-03-30 11:53:37.58289+00;2026-04-27 14:09:42.203419+00
671a676f-2e3c-4c83-8dd6-30461959b68b;ad32f4e9-e48f-44bb-a3de-44c2a33a3ec9;0;67417.46;2026-03-30 10:33:48.052295+00;2026-04-23 16:06:10.257032+00
299f15a8-6429-406d-96fb-fd7e73f1c308;c271ed01-34cf-4b76-8332-fefd7a45a478;10;4150.48;2026-04-08 10:22:18.717666+00;2026-04-28 12:18:28.032022+00
bbafba4f-cfe6-4c45-8dfc-1cc6a232f194;b3cb412f-c80c-417f-9301-30b808573139;12;1551.66;2026-04-21 13:36:33.518849+00;2026-04-23 08:35:28.693736+00
1e0c84c6-b0c0-4909-b680-204f01ba65b6;7a9bc8db-cdae-47bd-9a35-5fd23755f100;0;98533.21;2026-03-16 12:38:02.75135+00;2026-05-11 09:15:51.932746+00
c59876af-7348-41cf-b601-08e871d37f04;60152956-71df-4c02-bc1a-275823d6ed21;1;22691.17;2026-03-30 10:44:02.769396+00;2026-05-13 17:02:58.727546+00
9fac66d6-e593-4c25-ad18-0a3bb50dc408;962d93e7-4ead-4aba-ba8c-83546fc7e9cd;2;26966.98;2026-03-16 12:24:22.633821+00;2026-04-29 14:05:37.588845+00
533f8570-503a-4410-ab5c-0ba4e0690f50;51018d12-7f8e-4399-bbcb-9fa29f6bec09;0;58790.75;2026-04-15 11:50:18.813698+00;2026-04-23 09:10:11.921115+00
2e832f55-b7cd-4e5e-b850-23bfd73597f1;dce4428c-5757-4393-a48e-75196c1357c1;0;22818.22;2026-03-16 14:06:26.232024+00;2026-05-13 17:02:57.131549+00
ee00a184-3d65-462f-8457-b906a4d45da0;426e110d-3dfa-490d-b92e-38b4ad4f317d;1;36099.59;2026-03-30 09:27:37.753204+00;2026-04-23 09:19:14.259495+00
e464c583-76fa-4027-b3e8-90fe50f8cce4;436e7b87-77a5-4d8d-8cd2-7f30ed2e1a9a;4;24892.60;2026-03-16 13:03:22.661125+00;2026-05-21 13:08:18.094692+00
c8515704-c028-4530-9310-7a6d0c6d5671;da96e95b-35d7-4579-a100-e46ba9891e03;2;51063.13;2026-04-21 13:47:40.41078+00;2026-04-23 16:08:10.915715+00
7d435d4d-15b1-4afc-bde1-b5bbfe72232b;cbe1b5a8-1ca1-49a6-b0bf-ce31ef0e00ed;1;134748.78;2026-04-07 17:41:46.006662+00;2026-04-27 11:24:09.714304+00
e4773df3-3c56-45ee-9d3c-3d3b986fc439;8cc4044b-dfc0-4c2a-841e-59e72a445576;1;139241.26;2026-03-30 10:14:07.565753+00;2026-04-28 16:05:07.344207+00
8e647cd9-d097-4fcc-b9bb-8f19408a9caa;55f11f47-703e-4ddd-8230-f48aec8c2cc8;12;82952.7;2026-05-18 12:52:28.545411+00;2026-05-18 12:52:28.545411+00
95fed268-d851-414b-aba9-871240a5528b;d98c987b-4956-4639-8d73-e25d53543dfb;1;24902.87;2026-04-27 13:58:08.393634+00;2026-04-27 13:58:08.393634+00
a7e90634-e1d4-42f3-8a6b-70f92ccf2ec3;bce051e5-1bb4-453c-afea-5cd736ce83d6;12;950.15;2026-03-30 08:37:26.271188+00;2026-05-07 13:32:35.466304+00
de994b0b-1b6e-41b2-9b8b-9f21cf05c2b3;64176456-6b9f-43e9-9240-d89ff1885e05;0;18049.79;2026-03-07 15:04:23.434521+00;2026-05-06 11:29:12.964394+00
3264c829-5387-4a0a-b429-0d5186e41dea;b3cb412f-c80c-417f-9301-30b808573139;0;1556.43;2026-02-12 15:44:00.788367+00;2026-05-06 11:29:14.302673+00
f7a62be0-5748-4846-ab67-ce8e90f749e9;cd0aaa13-8943-45d3-a2ed-f00d7fa46fd8;11;2068.88;2026-04-21 13:35:55.901666+00;2026-05-21 14:07:29.789838+00
dae3dc80-903d-4358-a92f-03f0a278bb5f;42defb50-33a6-42b6-8a11-1eec92d3db0e;0;10723.26;2026-04-21 15:03:52.923654+00;2026-05-14 12:53:18.381801+00
60bcd163-912b-4e45-b047-8cba4043684d;8c66ec1f-0792-49fb-91cd-03d74e92c623;6;18102.74;2026-04-21 13:39:58.488877+00;2026-05-11 11:29:54.117116+00
b84959c9-b3b5-4f6f-8b04-fc0b77488e08;eff6102c-7889-4aa5-93ab-a0b3572fbbdd;12;11345.58;2026-04-08 09:22:57.36281+00;2026-05-13 15:09:14.910497+00
1d2d8967-189d-4a02-bf41-6b11ce6ea661;6e1cb195-a943-4587-a5e5-cfdbaa87cf15;13;2798.63;2026-03-17 09:20:47.515629+00;2026-05-13 17:02:58.072017+00
8e861092-884d-417a-a40e-aea5db91181b;f2c246ee-c141-434d-8605-986ac23a82d9;2;1862;2026-04-21 15:23:47.007344+00;2026-05-21 13:03:12.369736+00
d5a5d4a4-6a0d-48c4-aa21-b2f1a136731c;80f90a2b-e2d3-4b33-9719-12ac4acd9c81;2;138254.5;2026-05-19 08:26:36.846637+00;2026-05-19 08:29:51.831758+00
26ee4542-81c2-424a-9b15-59656ec33fc3;80c8a15c-d7e4-4395-b2c0-d50db9e0adc5;6;22333.42;2026-05-19 08:54:54.707842+00;2026-05-19 08:54:54.707842+00
57f0a4bf-53e0-42d4-984d-b217d45b3a3e;8c66ec1f-0792-49fb-91cd-03d74e92c623;6;18079.44;2026-05-19 15:45:14.182529+00;2026-05-19 15:45:14.182529+00
b5c92201-c537-4046-9922-d2e60da5dced;7bc6d0a0-90e3-4a5b-97a1-cb8a7a34ce7b;6;7976.22;2026-05-19 16:05:05.71409+00;2026-05-19 16:05:05.71409+00
49a5c3da-90d5-4b1d-9551-fba5b041c69d;8cc4044b-dfc0-4c2a-841e-59e72a445576;3;138254.5;2026-05-19 16:07:29.687887+00;2026-05-19 16:07:29.687887+00
0237c6e7-f45f-4188-8625-3cdf8f7ef301;ae6028a6-cbaa-4c71-8c78-7807ca0f9acb;14;32680.4;2026-04-21 13:01:34.860388+00;2026-05-21 13:01:52.111803+00
26f6bde2-d9be-4953-ba2b-90755b661ca7;4bb3664d-975f-4130-aae7-84a14d52f996;1;25929.79;2026-04-07 17:06:53.407617+00;2026-05-21 13:09:56.673351+00
5ccf3db9-c21b-446a-b06d-5f5062c37a62;553f9c8d-f78a-4e9e-ad19-bdbb7a4b19f8;22;16601.91;2026-04-08 09:55:13.364233+00;2026-05-21 13:18:04.759739+00
d6ccd90c-9c74-4a17-8a0c-7278c9b4d17d;535993b6-44c4-4a4e-81c4-95074235cd6c;9;11409.11;2026-03-16 11:20:19.524779+00;2026-05-21 14:04:54.134872+00
f15580e3-e381-4fbf-9b3d-c2c15290a54d;fea2ec33-4d27-42d1-bb65-179fc07242be;2;148889.47;2026-05-19 15:46:53.51758+00;2026-05-26 09:09:00.072362+00
